timestamp,station_id,location,current_aqi,pm2_5,pm10,temperature,humidity,wind_speed,wind_direction,atmospheric_pressure,rainfall,pbl_height_m
2026-01-05T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,323.7,522.6,11.3,83.9,3.0,286.1,1016.9,0.0,665.3
2026-01-05T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,327.6,515.2,13.4,66.0,2.4,303.8,1016.6,0.0,836.1
2026-01-05T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,307.6,484.4,16.8,72.5,3.7,270.8,1013.6,0.0,943.4
2026-01-05T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.3,468.1,16.4,71.6,5.1,300.9,1014.4,0.0,1086.3
2026-01-05T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,282.4,440.5,19.9,65.1,4.9,295.9,1013.8,0.0,1148.3
2026-01-05T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,275.0,421.3,19.7,55.0,4.6,268.7,1013.7,0.0,1148.3
2026-01-05T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,265.5,398.3,19.7,57.2,5.3,268.4,1013.9,0.0,1192.0
2026-01-05T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,255.4,386.0,19.8,56.0,5.6,299.6,1014.9,0.0,1029.0
2026-01-05T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,270.9,422.0,18.9,59.8,4.9,318.2,1014.1,0.0,917.1
2026-01-05T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,286.7,439.5,18.3,63.3,5.5,296.7,1014.3,0.0,751.0
2026-01-05T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,296.9,459.5,16.7,75.3,4.9,316.4,1014.5,0.0,554.5
2026-01-05T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,317.2,474.6,16.3,72.5,4.4,334.4,1014.4,0.0,333.3
2026-01-05T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,339.9,503.5,13.2,80.8,3.0,285.6,1014.0,0.0,400.0
2026-01-05T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,338.3,477.3,10.6,79.3,5.7,265.5,1018.8,0.0,374.7
2026-01-05T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,328.8,476.6,12.2,90.7,2.5,310.6,1017.5,0.0,348.7
2026-01-06T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,318.2,469.5,8.9,91.5,5.0,292.8,1017.1,0.0,297.5
2026-01-06T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,316.9,460.4,5.5,98.0,3.0,282.0,1017.7,0.0,315.3
2026-01-06T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,316.2,464.0,8.1,98.0,2.5,255.5,1018.0,0.0,367.0
2026-01-06T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,310.8,470.7,6.7,98.0,2.4,281.6,1020.4,0.0,399.1
2026-01-06T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.6,464.2,7.8,98.0,2.5,286.6,1017.2,0.0,373.5
2026-01-06T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,275.6,481.6,7.9,97.4,2.4,299.1,1018.2,0.0,429.9
2026-01-06T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,274.0,480.7,11.4,90.0,2.5,289.0,1015.8,0.0,433.7
2026-01-06T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,302.8,512.7,11.0,98.0,3.0,287.3,1017.7,0.0,435.3
2026-01-06T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,327.9,538.9,14.9,80.6,2.4,298.8,1014.8,0.0,397.0
2026-01-06T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,337.7,538.6,11.5,76.3,3.1,292.1,1017.1,0.0,572.2
2026-01-06T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,340.5,515.3,15.3,74.9,2.6,263.4,1013.2,0.0,735.7
2026-01-06T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,330.2,496.8,15.1,67.6,3.0,306.7,1016.0,0.0,911.3
2026-01-06T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,301.6,500.9,14.5,75.0,3.6,264.1,1013.7,0.0,1145.1
2026-01-06T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.3,467.3,20.2,65.0,5.1,292.3,1013.2,0.0,1158.0
2026-01-06T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,273.0,461.8,17.3,60.3,4.8,294.8,1013.5,0.0,1084.4
2026-01-06T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,253.3,435.9,19.1,53.7,4.9,287.9,1012.4,0.0,1158.0
2026-01-06T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,236.9,412.5,17.4,62.4,7.4,300.1,1014.0,0.0,1043.9
2026-01-06T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,249.4,398.5,21.0,64.2,6.5,268.0,1011.9,0.0,875.6
2026-01-06T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,257.8,440.8,17.2,69.4,5.9,305.2,1013.3,0.0,792.0
2026-01-06T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,268.6,463.8,17.8,67.1,5.7,274.5,1013.8,0.0,589.2
2026-01-06T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.8,475.1,14.7,69.3,4.3,281.4,1015.1,0.0,400.7
2026-01-06T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,294.8,483.6,15.5,84.4,6.6,284.6,1016.4,0.0,361.0
2026-01-06T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,294.9,487.2,11.5,80.3,2.3,264.1,1016.4,0.0,348.9
2026-01-06T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,293.3,472.9,11.7,98.0,2.6,293.3,1015.1,0.0,463.6
2026-01-07T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,289.9,483.8,10.6,94.4,2.4,259.4,1017.4,0.0,334.3
2026-01-07T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,287.6,500.3,10.8,92.5,3.5,257.2,1016.4,0.0,440.7
2026-01-07T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,279.4,484.0,8.5,98.0,2.4,280.5,1018.2,0.0,326.5
2026-01-07T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,293.0,477.2,8.1,98.0,2.6,255.8,1015.6,0.0,399.4
2026-01-07T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,287.8,459.7,8.3,98.0,2.6,280.3,1018.3,0.0,354.6
2026-01-07T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,289.9,470.7,7.2,98.0,5.2,287.4,1018.6,0.0,378.7
2026-01-07T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,287.0,448.1,9.8,88.9,2.7,264.9,1016.1,0.0,405.4
2026-01-07T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,313.6,476.8,6.7,91.2,2.4,251.7,1018.9,0.0,456.5
2026-01-07T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,323.9,506.1,12.7,83.8,5.5,260.8,1015.5,0.0,361.6
2026-01-07T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,304.7,469.0,14.0,77.1,6.7,275.2,1016.6,0.0,634.5
2026-01-07T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,308.8,472.0,13.5,73.9,2.6,286.1,1015.3,0.0,823.9
2026-01-07T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,291.7,450.4,16.4,69.9,3.2,259.2,1014.8,0.0,871.7
2026-01-07T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,271.5,409.4,18.4,62.0,4.0,248.9,1013.6,0.0,1131.2
2026-01-07T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,271.0,404.8,17.9,53.6,5.3,256.1,1014.9,0.0,1122.5
2026-01-07T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,260.7,382.2,23.0,58.3,5.4,269.7,1012.6,0.0,1148.0
2026-01-07T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,245.4,387.1,20.1,66.9,5.7,259.4,1013.1,0.0,1085.4
2026-01-07T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,243.9,385.3,18.2,62.8,5.0,268.5,1013.0,0.0,1033.7
2026-01-07T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,271.0,401.1,17.3,60.7,4.9,283.6,1014.6,0.0,968.5
2026-01-07T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,282.4,426.3,18.3,66.9,5.2,274.2,1014.3,0.0,737.3
2026-01-07T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.0,445.0,16.1,64.9,4.6,293.3,1013.5,0.0,576.0
2026-01-07T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,304.5,482.6,16.8,72.5,5.1,274.4,1013.4,0.0,440.7
2026-01-07T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,329.1,527.4,12.4,82.0,3.6,267.2,1015.4,0.0,353.6
2026-01-07T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,322.5,517.0,12.9,92.0,3.0,232.2,1015.9,0.0,470.6
2026-01-07T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,317.0,521.7,10.1,91.9,2.8,256.9,1016.1,0.0,351.0
2026-01-08T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,302.2,504.4,8.0,95.9,2.6,263.6,1019.3,0.0,307.5
2026-01-08T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,286.2,479.2,7.6,88.9,3.3,262.3,1018.9,0.0,309.1
2026-01-08T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,295.0,489.5,7.4,98.0,3.1,260.2,1017.4,0.0,473.1
2026-01-08T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.1,488.9,7.1,98.0,3.6,245.5,1018.2,0.0,371.5
2026-01-08T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.4,486.2,8.3,98.0,2.7,250.7,1016.8,0.0,337.8
2026-01-08T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,276.4,475.4,9.1,98.0,2.7,274.9,1017.9,0.0,368.7
2026-01-08T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,280.3,451.1,12.6,98.0,2.4,234.9,1014.8,0.0,353.6
2026-01-08T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,283.6,481.2,12.5,89.2,3.7,263.2,1015.4,0.0,321.5
2026-01-08T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,300.1,510.3,14.9,83.3,3.4,260.3,1013.9,0.0,399.8
2026-01-08T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,301.8,531.0,12.5,76.4,2.5,251.0,1016.4,0.0,632.7
2026-01-08T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,295.6,526.9,15.5,71.8,2.3,255.4,1013.7,0.0,691.9
2026-01-08T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,272.3,499.7,18.1,70.4,3.0,229.9,1013.2,0.0,985.4
2026-01-08T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,257.5,480.1,18.9,65.7,4.3,240.7,1013.1,0.0,1051.5
