timestamp,station_id,location,current_aqi,pm2_5,pm10,temperature,humidity,wind_speed,wind_direction,atmospheric_pressure,rainfall,pbl_height_m,hour,day,day_of_week,month,previous_1_hour_AQI,previous_3_hour_AQI,previous_6_hour_AQI,rolling_3_hour_AQI,rolling_6_hour_AQI,rolling_12_hour_AQI,previous_PM2.5,previous_PM10,_dt,target_1h_aqi,target_6h_aqi,target_24h_aqi
2026-01-01T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,308.6,541.6,11.9,79.9,3.9,266.6,1016.7,0.0,368.8,21,1,3,1,500.0,500.0,500.0,500.0,500.0,500.0,278.6,508.7,2026-01-01 21:00:00,500.0,500.0,500.0
2026-01-01T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,302.6,532.0,11.2,79.1,3.8,269.4,1016.0,0.0,415.5,22,1,3,1,500.0,500.0,500.0,500.0,500.0,500.0,308.6,541.6,2026-01-01 22:00:00,500.0,500.0,500.0
2026-01-01T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,300.4,528.4,11.3,86.8,5.9,284.7,1015.3,0.0,397.9,23,1,3,1,500.0,500.0,500.0,500.0,500.0,500.0,302.6,532.0,2026-01-01 23:00:00,500.0,500.0,500.0
2026-01-02T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,300.5,529.0,7.7,90.4,3.6,288.9,1018.2,0.0,381.2,0,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,300.4,528.4,2026-01-02 00:00:00,500.0,500.0,500.0
2026-01-02T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,294.0,510.2,10.8,98.0,3.5,280.2,1017.4,0.0,341.4,1,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,300.5,529.0,2026-01-02 01:00:00,500.0,500.0,500.0
2026-01-02T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.0,514.9,11.7,91.8,2.5,279.2,1016.4,0.0,335.3,2,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,294.0,510.2,2026-01-02 02:00:00,500.0,500.0,500.0
2026-01-02T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.9,483.0,8.8,94.9,2.3,286.7,1016.8,0.0,487.2,3,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,288.0,514.9,2026-01-02 03:00:00,500.0,500.0,500.0
2026-01-02T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.0,479.6,7.2,98.0,2.7,274.9,1019.8,0.0,363.3,4,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,288.9,483.0,2026-01-02 04:00:00,500.0,500.0,500.0
2026-01-02T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,278.9,486.3,10.2,98.0,2.5,318.9,1017.9,0.0,304.0,5,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,284.0,479.6,2026-01-02 05:00:00,500.0,500.0,500.0
2026-01-02T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,277.0,459.2,10.4,97.2,2.8,287.3,1015.9,0.0,315.3,6,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,278.9,486.3,2026-01-02 06:00:00,500.0,500.0,500.0
2026-01-02T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,298.2,478.5,13.3,95.3,2.3,309.7,1014.2,0.0,438.2,7,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,277.0,459.2,2026-01-02 07:00:00,500.0,500.0,500.0
2026-01-02T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,323.2,498.3,12.7,82.8,2.3,298.3,1016.0,0.0,285.1,8,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,298.2,478.5,2026-01-02 08:00:00,500.0,500.0,500.0
2026-01-02T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,322.6,500.2,15.0,80.3,2.7,293.3,1014.4,0.0,576.6,9,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,323.2,498.3,2026-01-02 09:00:00,500.0,500.0,500.0
2026-01-02T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,324.1,504.1,16.1,72.1,3.0,294.9,1015.1,0.0,748.5,10,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,322.6,500.2,2026-01-02 10:00:00,500.0,500.0,500.0
2026-01-02T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,309.8,485.7,14.3,65.1,4.1,298.2,1015.1,0.0,934.8,11,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,324.1,504.1,2026-01-02 11:00:00,500.0,500.0,500.0
2026-01-02T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,287.8,481.2,20.2,65.9,3.9,286.9,1013.8,0.0,1059.3,12,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,309.8,485.7,2026-01-02 12:00:00,500.0,500.0,500.0
2026-01-02T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,277.2,458.2,16.5,60.9,4.4,308.3,1015.2,0.0,1183.9,13,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,287.8,481.2,2026-01-02 13:00:00,500.0,500.0,500.0
2026-01-02T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,272.9,434.6,19.9,58.0,5.0,286.7,1013.8,0.0,1210.7,14,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,277.2,458.2,2026-01-02 14:00:00,500.0,500.0,500.0
2026-01-02T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,259.9,422.3,20.8,63.5,4.9,270.1,1011.3,0.0,1116.8,15,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,272.9,434.6,2026-01-02 15:00:00,500.0,500.0,500.0
2026-01-02T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,250.3,421.5,21.1,60.0,5.0,287.7,1012.6,0.0,1038.7,16,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,259.9,422.3,2026-01-02 16:00:00,500.0,500.0,500.0
2026-01-02T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,263.4,438.9,19.9,63.0,5.2,303.0,1012.6,0.0,956.9,17,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,250.3,421.5,2026-01-02 17:00:00,500.0,500.0,500.0
2026-01-02T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.9,451.4,18.3,67.8,5.3,286.5,1015.5,0.0,840.0,18,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,263.4,438.9,2026-01-02 18:00:00,500.0,500.0,500.0
2026-01-02T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,292.5,466.4,14.8,73.1,4.3,261.6,1014.5,0.0,549.1,19,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,284.9,451.4,2026-01-02 19:00:00,500.0,500.0,500.0
2026-01-02T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,308.3,491.0,17.0,72.5,4.5,304.9,1015.7,0.0,415.0,20,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,292.5,466.4,2026-01-02 20:00:00,500.0,500.0,500.0
2026-01-02T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,325.1,522.1,14.4,75.6,3.3,292.5,1016.5,0.0,300.3,21,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,308.3,491.0,2026-01-02 21:00:00,500.0,500.0,500.0
2026-01-02T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,324.8,501.0,11.8,87.7,2.7,274.0,1016.8,0.0,433.0,22,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,325.1,522.1,2026-01-02 22:00:00,500.0,500.0,500.0
2026-01-02T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,325.8,489.1,11.4,98.0,3.4,312.6,1016.5,0.0,483.0,23,2,4,1,500.0,500.0,500.0,500.0,500.0,500.0,324.8,501.0,2026-01-02 23:00:00,500.0,500.0,500.0
2026-01-03T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,324.8,490.4,10.7,98.0,3.2,288.7,1016.4,0.0,293.5,0,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,325.8,489.1,2026-01-03 00:00:00,500.0,500.0,500.0
2026-01-03T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,315.0,486.5,9.1,88.6,3.5,320.0,1016.0,0.0,294.8,1,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,324.8,490.4,2026-01-03 01:00:00,500.0,500.0,500.0
2026-01-03T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,310.1,486.8,5.1,98.0,3.1,294.1,1018.9,0.0,324.9,2,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,315.0,486.5,2026-01-03 02:00:00,500.0,500.0,500.0
2026-01-03T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.1,474.1,11.1,98.0,2.4,288.3,1015.8,0.0,374.6,3,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,310.1,486.8,2026-01-03 03:00:00,500.0,500.0,500.0
2026-01-03T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,288.8,461.6,11.2,98.0,2.3,304.2,1017.7,0.0,422.6,4,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,297.1,474.1,2026-01-03 04:00:00,500.0,500.0,500.0
2026-01-03T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,284.3,464.3,8.0,92.4,2.8,274.1,1019.2,0.0,462.2,5,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,288.8,461.6,2026-01-03 05:00:00,500.0,500.0,500.0
2026-01-03T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,276.7,458.8,14.4,98.0,2.4,319.9,1012.8,0.0,339.5,6,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,284.3,464.3,2026-01-03 06:00:00,500.0,500.0,500.0
2026-01-03T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,306.7,488.7,9.4,87.4,2.6,322.6,1018.1,0.0,379.6,7,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,276.7,458.8,2026-01-03 07:00:00,500.0,500.0,500.0
2026-01-03T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,314.7,493.9,14.7,87.3,2.7,291.8,1014.4,0.0,449.8,8,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,306.7,488.7,2026-01-03 08:00:00,500.0,500.0,500.0
2026-01-03T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,313.4,502.9,14.0,80.5,2.5,288.1,1014.9,0.0,557.4,9,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,314.7,493.9,2026-01-03 09:00:00,500.0,500.0,500.0
2026-01-03T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,312.9,493.6,16.0,74.6,2.4,303.9,1014.5,0.0,791.9,10,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,313.4,502.9,2026-01-03 10:00:00,500.0,500.0,500.0
2026-01-03T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.4,461.1,17.8,70.8,3.6,273.2,1014.4,0.0,912.6,11,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,312.9,493.6,2026-01-03 11:00:00,500.0,500.0,500.0
2026-01-03T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,283.0,469.2,15.8,66.1,3.7,275.6,1015.5,0.0,1015.9,12,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,297.4,461.1,2026-01-03 12:00:00,500.0,500.0,500.0
2026-01-03T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,262.7,453.5,19.0,61.0,4.2,313.8,1012.8,0.0,1194.5,13,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,283.0,469.2,2026-01-03 13:00:00,500.0,500.0,500.0
2026-01-03T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,262.3,433.8,16.1,57.5,4.9,301.4,1014.7,0.0,1204.4,14,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,262.7,453.5,2026-01-03 14:00:00,500.0,500.0,500.0
2026-01-03T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,265.0,427.2,19.1,62.4,4.9,304.9,1012.9,0.0,1167.2,15,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,262.3,433.8,2026-01-03 15:00:00,500.0,500.0,500.0
2026-01-03T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,249.7,397.1,21.6,59.0,5.3,289.0,1010.1,0.0,1125.4,16,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,265.0,427.2,2026-01-03 16:00:00,500.0,500.0,500.0
2026-01-03T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,269.6,420.8,18.8,66.0,5.4,302.8,1014.2,0.0,871.8,17,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,249.7,397.1,2026-01-03 17:00:00,500.0,500.0,500.0
2026-01-03T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,260.8,433.0,19.2,74.9,6.3,292.1,1013.7,0.0,725.4,18,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,269.6,420.8,2026-01-03 18:00:00,500.0,500.0,500.0
2026-01-03T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,274.2,455.2,16.5,73.3,5.5,295.5,1013.4,0.0,564.8,19,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,260.8,433.0,2026-01-03 19:00:00,500.0,500.0,500.0
2026-01-03T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.6,493.7,16.9,80.2,4.5,275.2,1014.5,0.0,327.1,20,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,274.2,455.2,2026-01-03 20:00:00,500.0,500.0,500.0
2026-01-03T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,302.9,499.6,12.7,70.7,5.2,303.9,1014.8,0.0,502.3,21,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,297.6,493.7,2026-01-03 21:00:00,500.0,500.0,500.0
2026-01-03T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,308.6,492.2,13.2,86.1,3.2,303.6,1014.6,0.0,312.9,22,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,302.9,499.6,2026-01-03 22:00:00,500.0,500.0,500.0
2026-01-03T23:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,311.2,482.6,10.9,93.1,2.4,300.7,1017.7,0.0,295.4,23,3,5,1,500.0,500.0,500.0,500.0,500.0,500.0,308.6,492.2,2026-01-03 23:00:00,500.0,500.0,500.0
2026-01-04T00:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,299.2,461.1,8.2,87.5,2.9,296.5,1018.3,0.0,443.5,0,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,311.2,482.6,2026-01-04 00:00:00,500.0,500.0,500.0
2026-01-04T01:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,298.5,476.5,7.1,96.7,2.4,259.5,1018.1,0.0,368.5,1,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,299.2,461.1,2026-01-04 01:00:00,500.0,500.0,500.0
2026-01-04T02:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,294.6,463.2,7.8,94.9,2.3,300.0,1018.0,0.0,346.1,2,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,298.5,476.5,2026-01-04 02:00:00,500.0,500.0,500.0
2026-01-04T03:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,291.2,457.2,7.8,98.0,2.4,299.5,1017.3,0.0,344.4,3,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,294.6,463.2,2026-01-04 03:00:00,500.0,500.0,500.0
2026-01-04T04:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,286.2,453.3,4.2,98.0,2.7,282.3,1019.5,0.0,394.5,4,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,291.2,457.2,2026-01-04 04:00:00,500.0,500.0,500.0
2026-01-04T05:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,276.9,446.2,10.1,92.0,2.7,314.0,1018.3,0.0,416.1,5,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,286.2,453.3,2026-01-04 05:00:00,500.0,500.0,500.0
2026-01-04T06:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,277.5,462.0,7.9,97.0,2.4,312.2,1016.9,0.0,391.7,6,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,276.9,446.2,2026-01-04 06:00:00,500.0,500.0,500.0
2026-01-04T07:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.5,485.4,10.0,86.3,4.0,304.8,1015.7,0.0,426.2,7,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,277.5,462.0,2026-01-04 07:00:00,500.0,500.0,500.0
2026-01-04T08:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,301.9,492.8,11.4,79.5,3.0,311.2,1015.0,0.0,442.3,8,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,297.5,485.4,2026-01-04 08:00:00,500.0,500.0,500.0
2026-01-04T09:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,297.8,487.9,15.5,79.9,3.5,294.3,1014.8,0.0,602.4,9,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,301.9,492.8,2026-01-04 09:00:00,500.0,500.0,500.0
2026-01-04T10:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,301.8,508.3,15.8,74.1,5.5,280.4,1014.8,0.0,698.5,10,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,297.8,487.9,2026-01-04 10:00:00,500.0,500.0,500.0
2026-01-04T11:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,291.0,462.7,16.3,72.1,3.0,303.5,1015.5,0.0,1029.0,11,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,301.8,508.3,2026-01-04 11:00:00,500.0,500.0,500.0
2026-01-04T12:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,279.6,427.5,17.3,66.0,3.7,294.3,1014.3,0.0,1001.1,12,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,291.0,462.7,2026-01-04 12:00:00,500.0,500.0,500.0
2026-01-04T13:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,267.8,404.6,21.2,59.1,4.4,285.2,1015.1,0.0,1177.4,13,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,279.6,427.5,2026-01-04 13:00:00,500.0,500.0,500.0
2026-01-04T14:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,258.5,395.7,18.9,61.2,5.1,273.9,1014.4,0.0,1162.4,14,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,267.8,404.6,2026-01-04 14:00:00,500.0,500.0,500.0
2026-01-04T15:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,255.2,392.7,23.0,59.8,5.2,309.7,1011.3,0.0,1184.4,15,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,258.5,395.7,2026-01-04 15:00:00,500.0,500.0,500.0
2026-01-04T16:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,238.8,379.6,18.7,59.7,6.8,279.2,1013.3,0.0,1126.0,16,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,255.2,392.7,2026-01-04 16:00:00,500.0,500.0,500.0
2026-01-04T17:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,241.7,386.1,21.1,66.9,6.3,297.8,1010.9,0.0,967.2,17,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,238.8,379.6,2026-01-04 17:00:00,500.0,500.0,500.0
2026-01-04T18:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,248.2,374.7,16.6,70.1,6.5,315.6,1014.3,0.0,756.7,18,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,241.7,386.1,2026-01-04 18:00:00,500.0,500.0,500.0
2026-01-04T19:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,269.4,418.6,15.4,75.1,5.1,295.6,1014.4,0.0,659.4,19,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,248.2,374.7,2026-01-04 19:00:00,500.0,500.0,500.0
2026-01-04T20:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,292.7,456.1,16.0,78.4,3.8,308.9,1014.7,0.0,441.2,20,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,269.4,418.6,2026-01-04 20:00:00,500.0,500.0,500.0
2026-01-04T21:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,299.4,469.2,15.4,81.3,6.2,291.3,1016.3,0.0,459.0,21,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,292.7,456.1,2026-01-04 21:00:00,500.0,500.0,500.0
2026-01-04T22:00:00,DELHI_ANAND_VIHAR,Anand Vihar,500,298.5,463.2,10.4,81.5,2.5,268.8,1015.6,0.0,326.5,22,4,6,1,500.0,500.0,500.0,500.0,500.0,500.0,299.4,469.2,2026-01-04 22:00:00,500.0,500.0,500.0
