timestamp,location,latitude,longitude,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_direction,atmospheric_pressure,rainfall,estimated_pbl_height_m,ventilation_index,atmospheric_stagnation_index,pm_ratio,pm2_5_roll_3h,pm10_roll_3h,aqi_roll_3h,hour,day,day_of_week,month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,previous_1_hour_AQI,previous_3_hour_AQI,previous_6_hour_AQI,rolling_3_hour_AQI,rolling_6_hour_AQI,rolling_12_hour_AQI,previous_PM2.5,previous_PM10
2026-09-02 12:00:00+00:00,Delhi,28.6139,77.209,323,150.1,244.8,66.3,15.6,2.34,62.7,31.5,45.3,12.4,280.2,1011.5,0.0,1013.1,3489.6,0.139,0.613,164.23,270.07,334.0,12,2,2,9,0.0,-1.0,0.9749,-0.2225,339,344,398,341.0,363.8,396.1,170.5,280.2
2026-09-02 13:00:00+00:00,Delhi,28.6139,77.209,338,168.9,273.2,77.2,18.1,2.72,63.8,32.5,46.1,11.7,271.8,1011.5,0.0,985.6,3203.2,0.173,0.618,163.17,266.07,333.3,13,2,2,9,-0.2588,-0.9659,0.9749,-0.2225,323,340,406,334.0,351.3,387.6,150.1,244.8
2026-09-02 14:00:00+00:00,Delhi,28.6139,77.209,326,153.2,246.2,71.9,16.9,2.53,59.3,33.3,45.8,11.0,286.4,1011.2,0.0,921.5,2815.7,0.199,0.622,157.4,254.73,329.0,14,2,2,9,-0.5,-0.866,0.9749,-0.2225,338,339,356,333.3,340.0,381.8,168.9,273.2
2026-09-02 15:00:00+00:00,Delhi,28.6139,77.209,330,158.6,254.0,75.8,17.8,2.67,53.6,32.5,42.7,11.7,283.5,1010.8,0.0,830.5,2699.1,0.15,0.624,160.23,257.8,331.3,15,2,2,9,-0.7071,-0.7071,0.9749,-0.2225,326,323,344,329.0,335.0,374.8,153.2,246.2
2026-09-02 16:00:00+00:00,Delhi,28.6139,77.209,325,152.1,243.1,73.1,17.2,2.58,43.7,31.7,45.1,12.2,294.9,1009.8,0.0,682.2,2311.9,0.146,0.626,154.63,247.77,327.0,16,2,2,9,-0.866,-0.5,0.9749,-0.2225,330,338,340,331.3,332.7,367.3,158.6,254.0
2026-09-02 17:00:00+00:00,Delhi,28.6139,77.209,314,137.7,220.4,65.8,15.5,2.32,29.4,30.2,51.2,10.8,296.7,1009.5,0.0,512.0,1536.0,0.243,0.625,149.47,239.17,323.0,17,2,2,9,-0.9659,-0.2588,0.9749,-0.2225,325,326,339,327.0,330.2,356.0,152.1,243.1
2026-09-02 18:00:00+00:00,Delhi,28.6139,77.209,317,141.5,227.5,96.3,15.6,3.4,19.5,28.7,56.1,10.5,301.6,1009.2,0.0,350.0,1020.8,0.287,0.622,143.77,230.33,318.7,18,2,2,9,-1.0,-0.0,0.9749,-0.2225,314,330,323,323.0,326.0,344.9,137.7,220.4
2026-09-02 19:00:00+00:00,Delhi,28.6139,77.209,333,163.1,263.9,108.1,17.5,3.81,16.5,28.8,56.8,8.6,290.3,1009.6,0.0,350.0,836.1,0.368,0.618,147.43,237.27,321.3,19,2,2,9,-0.9659,0.2588,0.9749,-0.2225,317,325,338,318.7,325.0,338.2,141.5,227.5
2026-09-02 20:00:00+00:00,Delhi,28.6139,77.209,327,154.4,251.7,98.9,16.0,3.49,18.2,26.5,64.2,7.0,309.9,1009.9,0.0,350.0,680.6,0.481,0.613,153.0,247.7,325.7,20,2,2,9,-0.866,0.5,0.9749,-0.2225,333,314,326,321.3,324.2,332.1,163.1,263.9
2026-09-02 21:00:00+00:00,Delhi,28.6139,77.209,336,166.5,273.8,102.6,16.6,3.62,18.1,25.3,67.7,6.0,315.5,1010.6,0.0,350.0,583.3,0.545,0.608,161.33,263.13,332.0,21,2,2,9,-0.7071,0.7071,0.9749,-0.2225,327,317,330,325.7,324.3,329.7,154.4,251.7
2026-09-02 22:00:00+00:00,Delhi,28.6139,77.209,375,217.3,360.1,72.0,16.5,2.51,16.3,22.9,72.6,4.9,309.8,1010.9,0.0,350.0,476.4,0.621,0.603,179.4,295.2,346.0,22,2,2,9,-0.5,0.866,0.9749,-0.2225,336,333,325,332.0,325.3,329.0,166.5,273.8
2026-09-02 23:00:00+00:00,Delhi,28.6139,77.209,403,252.6,421.6,74.1,16.8,2.57,18.7,22.5,76.8,5.1,316.7,1011.3,0.0,350.0,495.8,0.641,0.599,212.13,351.83,371.3,23,2,2,9,-0.2588,0.9659,0.9749,-0.2225,375,327,314,346.0,333.7,331.9,217.3,360.1
2026-09-03 00:00:00+00:00,Delhi,28.6139,77.209,430,285.2,479.2,80.9,18.3,2.8,19.2,20.8,79.5,4.5,311.4,1011.7,0.0,350.0,437.5,0.683,0.595,251.7,420.3,402.7,0,3,3,9,0.0,1.0,0.4339,-0.901,403,336,317,371.3,348.5,337.2,252.6,421.6
2026-09-03 01:00:00+00:00,Delhi,28.6139,77.209,437,291.0,491.4,56.1,18.2,1.95,18.7,20.2,81.3,3.0,308.0,1011.5,0.0,350.0,291.7,0.755,0.592,276.27,464.07,423.3,1,3,3,9,0.2588,0.9659,0.4339,-0.901,430,375,333,402.7,367.3,346.2,285.2,479.2
2026-09-03 02:00:00+00:00,Delhi,28.6139,77.209,422,275.2,466.5,52.0,16.8,1.8,16.8,21.3,82.0,2.8,304.8,1011.3,0.0,350.0,272.2,0.768,0.59,283.8,479.03,429.7,2,3,3,9,0.5,0.866,0.4339,-0.901,437,403,327,423.3,384.7,354.4,291.0,491.4
2026-09-03 03:00:00+00:00,Delhi,28.6139,77.209,435,287.9,489.1,53.7,17.4,1.86,19.4,20.6,82.9,2.7,300.6,1010.8,0.0,350.0,262.5,0.778,0.589,284.7,482.33,431.3,3,3,3,9,0.7071,0.7071,0.4339,-0.901,422,430,336,429.7,400.5,362.4,275.2,466.5
2026-09-03 04:00:00+00:00,Delhi,28.6139,77.209,459,311.7,530.0,57.8,18.7,2.01,19.4,21.4,79.1,4.6,309.2,1010.2,0.0,350.0,447.2,0.677,0.588,291.6,495.2,438.7,4,3,3,9,0.866,0.5,0.4339,-0.901,435,437,375,431.3,417.0,371.2,287.9,489.1
2026-09-03 05:00:00+00:00,Delhi,28.6139,77.209,432,284.9,484.1,75.9,17.2,2.63,19.9,21.7,78.1,3.7,296.9,1009.2,0.0,350.0,359.7,0.706,0.589,294.83,501.07,442.0,5,3,3,9,0.9659,0.2588,0.4339,-0.901,459,422,403,438.7,431.0,382.3,311.7,530.0
2026-09-03 06:00:00+00:00,Delhi,28.6139,77.209,456,309.4,524.6,83.5,18.8165,2.89,18.2,23.1,75.4,5.2,293.5,1009.6,0.0,350.0,505.6,0.628,0.59,302.0,512.9,449.0,6,3,3,9,1.0,0.0,0.4339,-0.901,432,435,430,442.0,435.8,392.2,284.9,484.1
2026-09-03 07:00:00+00:00,Delhi,28.6139,77.209,403,253.3,427.9,75.9,17.4,2.65,19.0,25.3,67.5,5.9,300.5,1009.5,0.0,485.2,795.2,0.547,0.592,282.53,478.87,430.3,7,3,3,9,0.9659,-0.2588,0.4339,-0.901,456,459,437,449.0,440.2,403.8,309.4,524.6
2026-09-03 08:00:00+00:00,Delhi,28.6139,77.209,363,202.0,339.4,103.6,18.0,3.65,26.1,25.8,64.4,7.5,294.6,1009.7,0.0,621.1,1294.0,0.463,0.595,254.9,430.63,407.3,8,3,3,9,0.866,-0.5,0.4339,-0.901,403,432,422,430.3,434.5,409.6,253.3,427.9
2026-09-03 09:00:00+00:00,Delhi,28.6139,77.209,356,193.1,322.5,102.6,17.8,3.61,37.5,27.6,59.3,9.0,279.1,1010.3,0.0,756.2,1890.5,0.369,0.599,216.13,363.27,374.0,9,3,3,9,0.7071,-0.7071,0.4339,-0.901,363,456,435,407.3,424.7,412.6,202.0,339.4
2026-09-03 10:00:00+00:00,Delhi,28.6139,77.209,352,187.2,310.2,103.2,18.0,3.64,47.7,29.7,54.6,9.6,283.7,1011.1,0.0,873.3,2328.8,0.313,0.603,194.1,324.03,357.0,10,3,3,9,0.5,-0.866,0.4339,-0.901,356,403,459,374.0,411.5,414.2,193.1,322.5
2026-09-03 11:00:00+00:00,Delhi,28.6139,77.209,333,163.3,268.4,69.4,16.3,2.45,59.6,31.1,48.6,10.5,283.9,1011.4,0.0,970.3,2830.0,0.237,0.608,181.2,300.37,347.0,11,3,3,9,0.2588,-0.9659,0.4339,-0.901,352,363,432,357.0,393.7,412.3,187.2,310.2
2026-09-03 12:00:00+00:00,Delhi,28.6139,77.209,327,154.4,251.8,68.2,16.0,2.4,62.5,31.0,46.5,12.4,289.9,1011.4,0.0,1005.5,3463.4,0.147,0.613,168.3,276.8,337.3,12,3,3,9,0.0,-1.0,0.4339,-0.901,333,356,456,347.0,377.2,406.5,163.3,268.4
2026-09-03 13:00:00+00:00,Delhi,28.6139,77.209,335,164.8,266.6,75.3,17.7,2.65,64.2,33.0,46.6,12.6,277.9,1011.3,0.0,982.6,3439.1,0.14,0.618,160.83,262.27,331.7,13,3,3,9,-0.2588,-0.9659,0.4339,-0.901,327,352,403,337.3,355.7,397.9,154.4,251.8
2026-09-03 14:00:00+00:00,Delhi,28.6139,77.209,321,147.4,236.9,69.2,16.3,2.44,60.5,32.7,46.4,12.3,272.2,1011.3,0.0,918.2,3137.2,0.151,0.622,155.53,251.77,327.7,14,3,3,9,-0.5,-0.866,0.4339,-0.901,335,333,363,331.7,344.3,389.4,164.8,266.6
2026-09-03 15:00:00+00:00,Delhi,28.6139,77.209,319,144.2,230.9,68.9,16.2,2.43,54.8,33.0,42.9,11.1,276.5,1010.5,0.0,829.6,2557.9,0.175,0.625,152.13,244.8,325.0,15,3,3,9,-0.7071,-0.7071,0.4339,-0.901,321,327,356,327.7,337.3,381.0,147.4,236.9
2026-09-03 16:00:00+00:00,Delhi,28.6139,77.209,330,158.4,253.2,76.1,17.9,2.68,44.7,32.0,45.2,11.7,282.8,1009.9,0.0,681.9,2216.2,0.167,0.626,150.0,240.33,323.3,16,3,3,9,-0.866,-0.5,0.4339,-0.901,319,335,352,325.0,331.2,371.3,144.2,230.9
2026-09-03 17:00:00+00:00,Delhi,28.6139,77.209,325,152.9,244.8,73.1,17.2,2.58,29.5,30.1,49.5,10.2,281.2,1009.6,0.0,514.7,1458.3,0.255,0.625,151.83,242.97,324.7,17,3,3,9,-0.9659,-0.2588,0.4339,-0.901,330,321,333,323.3,327.5,360.6,158.4,253.2
2026-09-03 18:00:00+00:00,Delhi,28.6139,77.209,332,161.6,259.8,109.7495,17.8,3.87165,19.6,29.9,54.3,9.6,285.2,1009.0,0.0,350.0,933.3,0.311,0.622,157.63,252.6,329.0,18,3,3,9,-1.0,-0.0,0.4339,-0.901,325,319,327,324.7,326.2,351.7,152.9,244.8
2026-09-03 19:00:00+00:00,Delhi,28.6139,77.209,324,151.6,245.3,100.5,16.3,3.54,19.6,28.1,60.5,8.8,291.8,1009.2,0.0,350.0,855.6,0.385,0.618,155.37,249.97,327.0,19,3,3,9,-0.9659,0.2588,0.4339,-0.901,332,330,335,329.0,327.0,341.3,161.6,259.8
2026-09-03 20:00:00+00:00,Delhi,28.6139,77.209,324,151.6,247.1,97.1,15.7,3.42,19.1,27.0,65.8,8.3,296.7,1009.7,0.0,350.0,806.9,0.44,0.614,154.93,250.73,326.7,20,3,3,9,-0.866,0.5,0.4339,-0.901,324,325,321,327.0,325.2,334.8,151.6,245.3
2026-09-03 21:00:00+00:00,Delhi,28.6139,77.209,345,178.0,292.6,109.7,17.8,3.87,19.9,25.6,68.7,6.6,298.7,1010.8,0.0,350.0,641.7,0.527,0.608,160.4,261.67,331.0,21,3,3,9,-0.7071,0.7071,0.4339,-0.901,324,332,319,326.7,325.7,331.5,151.6,247.1
2026-09-03 22:00:00+00:00,Delhi,28.6139,77.209,415,271.2,449.5,82.7,18.7,2.87,19.2,24.0,75.9,4.3,312.7,1011.0,0.0,350.0,418.1,0.667,0.603,200.27,329.73,361.3,22,3,3,9,-0.5,0.866,0.4339,-0.901,345,324,330,331.0,330.0,330.6,178.0,292.6
2026-09-03 23:00:00+00:00,Delhi,28.6139,77.209,422,279.3,466.3,82.0,18.6,2.84,19.4,22.8,79.7,3.9,315.2,1011.3,0.0,350.0,379.2,0.709,0.599,242.83,402.8,394.0,23,3,3,9,-0.2588,0.9659,0.4339,-0.901,415,324,325,361.3,344.2,335.8,271.2,449.5
2026-09-04 00:00:00+00:00,Delhi,28.6139,77.209,408,260.9,438.4,74.0,16.8,2.57,16.1,20.9,82.9,3.5,306.1,1011.9,0.0,350.0,340.3,0.746,0.595,270.47,451.4,415.0,0,4,4,9,0.0,1.0,-0.4339,-0.901,422,345,332,394.0,360.3,343.2,279.3,466.3
2026-09-04 01:00:00+00:00,Delhi,28.6139,77.209,433,287.0,484.8,55.4,17.9,1.92,17.6,20.2,82.5,3.9,318.8,1011.4,0.0,350.0,379.2,0.727,0.592,275.73,463.17,421.0,1,4,4,9,0.2588,0.9659,-0.4339,-0.901,408,415,324,415.0,373.0,350.0,260.9,438.4
2026-09-04 02:00:00+00:00,Delhi,28.6139,77.209,419,272.0,461.1,51.4,16.6,1.78,19.9,21.3,84.2,3.9,300.3,1011.4,0.0,350.0,379.2,0.739,0.59,273.3,461.43,420.0,2,4,4,9,0.5,0.866,-0.4339,-0.901,433,422,324,421.0,391.2,358.2,287.0,484.8
2026-09-04 03:00:00+00:00,Delhi,28.6139,77.209,443,295.5,502.0,55.1,17.8,1.91,18.0,20.3,81.4,3.0,310.2,1010.4,0.0,350.0,291.7,0.756,0.589,284.83,482.63,431.7,3,4,4,9,0.7071,0.7071,-0.4339,-0.901,419,408,345,420.0,407.0,366.3,272.0,461.1
2026-09-04 04:00:00+00:00,Delhi,28.6139,77.209,459,311.7,530.0,57.8,18.7,2.01,18.2,21.1,81.7,3.1,306.7,1009.6,0.0,350.0,301.4,0.754,0.588,293.07,497.7,440.3,4,4,4,9,0.866,0.5,-0.4339,-0.901,443,433,415,431.7,423.3,376.7,295.5,502.0
2026-09-04 05:00:00+00:00,Delhi,28.6139,77.209,446,298.1,506.6,79.4,18.0,2.75,17.3,22.6,79.4,4.7,296.2,1009.2,0.0,350.0,456.9,0.675,0.588,301.77,512.87,449.3,5,4,4,9,0.9659,0.2588,-0.4339,-0.901,459,419,422,440.3,430.7,387.4,311.7,530.0
2026-09-04 06:00:00+00:00,Delhi,28.6139,77.209,429,282.5,478.9,76.2,17.3,2.64,17.6,23.2,75.7,5.7,291.0,1009.2,0.0,350.0,554.2,0.61,0.59,297.43,505.17,444.7,6,4,4,9,1.0,0.0,-0.4339,-0.901,446,443,408,449.3,434.7,397.5,298.1,506.6
2026-09-04 07:00:00+00:00,Delhi,28.6139,77.209,366,206.0,348.0,76.1,17.9,2.68,18.5,24.6,67.3,6.2,299.9,1009.6,0.0,485.6,836.3,0.534,0.592,262.2,444.5,413.7,7,4,4,9,0.9659,-0.2588,-0.4339,-0.901,429,459,433,444.7,438.2,405.6,282.5,478.9
2026-09-04 08:00:00+00:00,Delhi,28.6139,77.209,354,190.5,320.1,97.8,17.0,3.45,28.4,26.2,64.2,6.5,283.2,1009.9,0.0,621.7,1122.5,0.501,0.595,226.33,382.33,383.0,8,4,4,9,0.866,-0.5,-0.4339,-0.901,366,446,419,413.7,427.0,409.1,206.0,348.0
2026-09-04 09:00:00+00:00,Delhi,28.6139,77.209,354,190.4,317.9,101.1,17.6,3.56,37.5,28.0,58.5,8.1,283.9,1010.7,0.0,759.8,1709.6,0.399,0.599,195.63,328.67,358.0,9,4,4,9,0.7071,-0.7071,-0.4339,-0.901,354,429,443,383.0,416.2,411.6,190.5,320.1
2026-09-04 10:00:00+00:00,Delhi,28.6139,77.209,348,182.0,301.7,100.4,17.5,3.54,49.8,28.8,54.1,10.0,278.7,1011.3,0.0,876.0,2433.3,0.294,0.603,187.63,313.23,352.0,10,4,4,9,0.5,-0.866,-0.4339,-0.901,354,366,459,358.0,401.3,412.3,190.4,317.9
2026-09-04 11:00:00+00:00,Delhi,28.6139,77.209,344,177.6,292.0,75.5,17.7,2.66,57.0,30.3,48.4,9.7,275.4,1011.5,0.0,971.5,2617.7,0.268,0.608,183.33,303.87,348.7,11,4,4,9,0.2588,-0.9659,-0.4339,-0.901,348,354,446,352.0,382.8,406.8,182.0,301.7
2026-09-04 12:00:00+00:00,Delhi,28.6139,77.209,327,155.2,253.1,68.6,16.1,2.42,63.6,31.6,47.3,10.8,283.9,1011.7,0.0,1000.4,3001.2,0.217,0.613,171.6,282.27,339.7,12,4,4,9,0.0,-1.0,-0.4339,-0.901,344,354,429,348.7,365.8,400.2,177.6,292.0
2026-09-04 13:00:00+00:00,Delhi,28.6139,77.209,322,148.3,240.0,67.8,15.9,2.39,65.7,31.5,45.9,12.4,272.6,1011.5,0.0,986.8,3399.0,0.143,0.618,160.37,261.7,331.0,13,4,4,9,-0.2588,-0.9659,-0.4339,-0.901,327,348,366,339.7,348.8,393.5,155.2,253.1
2026-09-04 14:00:00+00:00,Delhi,28.6139,77.209,331,159.6,256.6,74.9,17.6,2.64,63.1,32.5,41.8,11.5,289.0,1011.1,0.0,943.5,3014.0,0.152,0.622,154.37,249.9,326.7,14,4,4,9,-0.5,-0.866,-0.4339,-0.901,322,344,354,331.0,341.5,384.2,148.3,240.0
2026-09-04 15:00:00+00:00,Delhi,28.6139,77.209,327,154.9,248.0,74.0,17.4,2.61,53.4,33.1,45.2,12.7,292.2,1010.6,0.0,819.3,2890.3,0.127,0.625,154.27,248.2,326.7,15,4,4,9,-0.7071,-0.7071,-0.4339,-0.901,331,327,354,326.7,337.7,376.9,159.6,256.6
2026-09-04 16:00:00+00:00,Delhi,28.6139,77.209,318,143.0,228.6,68.7,16.2,2.42,41.7,32.2,46.9,12.2,292.4,1009.9,0.0,676.5,2292.6,0.158,0.626,152.5,244.4,325.3,16,4,4,9,-0.866,-0.5,-0.4339,-0.901,327,322,348,326.7,333.2,367.2,154.9,248.0
2026-09-04 17:00:00+00:00,Delhi,28.6139,77.209,315,139.5,223.4,66.7,15.7,2.35,29.3,31.0,51.2,10.7,293.7,1009.3,0.0,512.0,1521.8,0.247,0.624,145.8,233.33,320.0,17,4,4,9,-0.9659,-0.2588,-0.4339,-0.901,318,331,344,325.3,328.2,355.5,143.0,228.6
2026-09-04 18:00:00+00:00,Delhi,28.6139,77.209,329,157.0,252.4,106.9,17.3,3.77,18.8,29.1,53.1,9.8,287.8,1009.1,0.0,350.0,952.8,0.295,0.622,146.5,234.8,320.7,18,4,4,9,-1.0,-0.0,-0.4339,-0.901,315,327,327,320.0,323.3,344.6,139.5,223.4
2026-09-04 19:00:00+00:00,Delhi,28.6139,77.209,327,154.4,249.9,102.4,16.6,3.61,19.6,27.4,58.4,8.7,297.2,1009.3,0.0,350.0,845.8,0.375,0.618,150.3,241.9,323.7,19,4,4,9,-0.9659,0.2588,-0.4339,-0.901,329,318,322,320.7,323.7,336.2,157.0,252.4
2026-09-04 20:00:00+00:00,Delhi,28.6139,77.209,323,149.1,243.0,95.5,15.5,3.37,17.4,26.6,65.0,8.2,307.8,1009.8,0.0,350.0,797.2,0.439,0.614,153.5,248.43,326.3,20,4,4,9,-0.866,0.5,-0.4339,-0.901,327,315,331,323.7,324.5,333.0,154.4,249.9
2026-09-04 21:00:00+00:00,Delhi,28.6139,77.209,338,169.4,278.5,104.4,16.9,3.68,18.4,25.4,70.9,7.2,304.0,1010.6,0.0,350.0,700.0,0.518,0.608,157.63,257.13,329.3,21,4,4,9,-0.7071,0.7071,-0.4339,-0.901,323,329,327,326.3,323.2,330.4,149.1,243.0
2026-09-04 22:00:00+00:00,Delhi,28.6139,77.209,388,234.0,387.8,77.6,17.8,2.7,17.6,23.1,72.6,5.1,298.6,1011.0,0.0,350.0,495.8,0.613,0.603,184.17,303.1,349.7,22,4,4,9,-0.5,0.866,-0.4339,-0.901,338,327,318,329.3,325.0,329.1,169.4,278.5
2026-09-04 23:00:00+00:00,Delhi,28.6139,77.209,407,259.1,432.6,76.0,17.2,2.64,18.3,21.7,78.0,3.6,311.9,1011.3,0.0,350.0,350.0,0.709,0.599,220.83,366.3,377.7,23,4,4,9,-0.2588,0.9659,-0.4339,-0.901,388,323,315,349.7,336.7,332.4,234.0,387.8
2026-09-05 00:00:00+00:00,Delhi,28.6139,77.209,412,267.5,449.5,75.9,17.2,2.63,16.8,20.5,82.0,2.9,309.2,1011.4,0.0,350.0,281.9,0.764,0.595,253.53,423.3,402.3,0,5,5,9,0.0,1.0,-0.9749,-0.2225,407,338,329,377.7,352.0,337.7,259.1,432.6
2026-09-05 01:00:00+00:00,Delhi,28.6139,77.209,416,269.5,455.2,52.0,16.8,1.8,16.3,20.4,84.6,2.9,314.5,1011.7,0.0,350.0,281.9,0.781,0.592,265.37,445.77,411.7,1,5,5,9,0.2588,0.9659,-0.9749,-0.2225,412,388,327,402.3,365.8,344.8,267.5,449.5
2026-09-05 02:00:00+00:00,Delhi,28.6139,77.209,446,299.6,507.9,56.6,18.3,1.96,18.6,19.7,84.2,4.0,305.0,1011.2,0.0,350.0,388.9,0.735,0.59,278.87,470.87,424.7,2,5,5,9,0.5,0.866,-0.9749,-0.2225,416,407,323,411.7,380.7,352.6,269.5,455.2
2026-09-05 03:00:00+00:00,Delhi,28.6139,77.209,421,273.1,464.1,50.9,16.5,1.77,18.7,21.1,85.6,2.6,296.0,1010.3,0.0,350.0,252.8,0.8,0.588,280.73,475.73,427.7,3,5,5,9,0.7071,0.7071,-0.9749,-0.2225,446,412,338,424.7,401.2,362.2,299.6,507.9
2026-09-05 04:00:00+00:00,Delhi,28.6139,77.209,444,296.8,504.7,55.1,17.8,1.91,19.0,21.4,79.9,4.0,307.8,1009.7,0.0,350.0,388.9,0.706,0.588,289.83,492.23,437.0,4,5,5,9,0.866,0.5,-0.9749,-0.2225,421,416,388,427.7,415.0,370.0,273.1,464.1
2026-09-05 05:00:00+00:00,Delhi,28.6139,77.209,429,281.8,478.8,75.0,17.0,2.6,18.7,21.6,79.7,5.2,291.0,1009.2,0.0,350.0,505.6,0.657,0.589,283.9,482.53,431.3,5,5,5,9,0.9659,0.2588,-0.9749,-0.2225,444,446,407,437.0,424.3,380.5,296.8,504.7
2026-09-05 06:00:00+00:00,Delhi,28.6139,77.209,409,262.3,444.6,76.9,17.6,2.68,16.4,24.2,73.5,5.7,286.5,1009.4,0.0,350.0,554.2,0.595,0.59,280.3,476.03,427.3,6,5,5,9,1.0,0.0,-0.9749,-0.2225,429,421,412,431.3,428.0,390.0,281.8,478.8
2026-09-05 07:00:00+00:00,Delhi,28.6139,77.209,363,202.3,341.7,74.7,17.6,2.63,17.4,25.4,70.9,6.5,283.5,1009.8,0.0,479.7,866.1,0.546,0.592,248.8,421.7,400.3,7,5,5,9,0.9659,-0.2588,-0.9749,-0.2225,409,444,416,427.3,427.5,396.7,262.3,444.6
2026-09-05 08:00:00+00:00,Delhi,28.6139,77.209,360,197.8,332.4,101.5,17.7,3.58,26.4,26.4,63.4,7.5,284.3,1010.1,0.0,624.2,1300.4,0.456,0.595,220.8,372.9,377.3,8,5,5,9,0.866,-0.5,-0.9749,-0.2225,363,429,446,400.3,418.7,399.7,202.3,341.7
