timestamp,location,latitude,longitude,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_direction,atmospheric_pressure,rainfall
2026-09-02T16:00:00Z,Delhi,28.6139,77.209,325,152.1,243.1,73.1,17.2,2.58,43.7,31.7,45.1,12.2,294.9,1009.8,0.0
2026-09-02T17:00:00Z,Delhi,28.6139,77.209,314,137.7,220.4,65.8,15.5,2.32,29.4,30.2,51.2,10.8,296.7,1009.5,0.0
2026-09-02T18:00:00Z,Delhi,28.6139,77.209,317,141.5,227.5,96.3,15.6,3.4,19.5,28.7,56.1,10.5,301.6,1009.2,0.0
2026-09-02T19:00:00Z,Delhi,28.6139,77.209,333,163.1,263.9,108.1,17.5,3.81,16.5,28.8,56.8,8.6,290.3,1009.6,0.0
2026-09-02T20:00:00Z,Delhi,28.6139,77.209,327,154.4,251.7,98.9,16.0,3.49,18.2,26.5,64.2,7.0,309.9,1009.9,0.0
2026-09-02T21:00:00Z,Delhi,28.6139,77.209,336,166.5,273.8,102.6,16.6,3.62,18.1,25.3,67.7,6.0,315.5,1010.6,0.0
2026-09-02T22:00:00Z,Delhi,28.6139,77.209,375,217.3,360.1,72.0,16.5,2.51,16.3,22.9,72.6,4.9,309.8,1010.9,0.0
2026-09-02T23:00:00Z,Delhi,28.6139,77.209,403,252.6,421.6,74.1,16.8,2.57,18.7,22.5,76.8,5.1,316.7,1011.3,0.0
2026-09-03T00:00:00Z,Delhi,28.6139,77.209,430,285.2,479.2,80.9,18.3,2.8,19.2,20.8,79.5,4.5,311.4,1011.7,0.0
2026-09-03T01:00:00Z,Delhi,28.6139,77.209,437,291.0,491.4,56.1,18.2,1.95,18.7,20.2,81.3,3.0,308.0,1011.5,0.0
2026-09-03T02:00:00Z,Delhi,28.6139,77.209,422,275.2,466.5,52.0,16.8,1.8,16.8,21.3,82.0,2.8,304.8,1011.3,0.0
2026-09-03T03:00:00Z,Delhi,28.6139,77.209,435,287.9,489.1,53.7,17.4,1.86,19.4,20.6,82.9,2.7,300.6,1010.8,0.0
2026-09-03T04:00:00Z,Delhi,28.6139,77.209,459,311.7,530.0,57.8,18.7,2.01,19.4,21.4,79.1,4.6,309.2,1010.2,0.0
2026-09-03T05:00:00Z,Delhi,28.6139,77.209,432,284.9,484.1,75.9,17.2,2.63,19.9,21.7,78.1,3.7,296.9,1009.2,0.0
2026-09-03T06:00:00Z,Delhi,28.6139,77.209,456,309.4,524.6,83.5,18.9,2.89,18.2,23.1,75.4,5.2,293.5,1009.6,0.0
2026-09-03T07:00:00Z,Delhi,28.6139,77.209,403,253.3,427.9,75.9,17.4,2.65,19.0,25.3,67.5,5.9,300.5,1009.5,0.0
2026-09-03T08:00:00Z,Delhi,28.6139,77.209,363,202.0,339.4,103.6,18.0,3.65,26.1,25.8,64.4,7.5,294.6,1009.7,0.0
2026-09-03T09:00:00Z,Delhi,28.6139,77.209,356,193.1,322.5,102.6,17.8,3.61,37.5,27.6,59.3,9.0,279.1,1010.3,0.0
2026-09-03T10:00:00Z,Delhi,28.6139,77.209,352,187.2,310.2,103.2,18.0,3.64,47.7,29.7,54.6,9.6,283.7,1011.1,0.0
2026-09-03T11:00:00Z,Delhi,28.6139,77.209,333,163.3,268.4,69.4,16.3,2.45,59.6,31.1,48.6,10.5,283.9,1011.4,0.0
2026-09-03T12:00:00Z,Delhi,28.6139,77.209,327,154.4,251.8,68.2,16.0,2.4,62.5,31.0,46.5,12.4,289.9,1011.4,0.0
2026-09-03T13:00:00Z,Delhi,28.6139,77.209,335,164.8,266.6,75.3,17.7,2.65,64.2,33.0,46.6,12.6,277.9,1011.3,0.0
2026-09-03T14:00:00Z,Delhi,28.6139,77.209,321,147.4,236.9,69.2,16.3,2.44,60.5,32.7,46.4,12.3,272.2,1011.3,0.0
2026-09-03T15:00:00Z,Delhi,28.6139,77.209,319,144.2,230.9,68.9,16.2,2.43,54.8,33.0,42.9,11.1,276.5,1010.5,0.0
2026-09-03T16:00:00Z,Delhi,28.6139,77.209,330,158.4,253.2,76.1,17.9,2.68,44.7,32.0,45.2,11.7,282.8,1009.9,0.0
2026-09-03T17:00:00Z,Delhi,28.6139,77.209,325,152.9,244.8,73.1,17.2,2.58,29.5,30.1,49.5,10.2,281.2,1009.6,0.0
2026-09-03T18:00:00Z,Delhi,28.6139,77.209,332,161.6,259.8,110.0,17.8,3.88,19.6,29.9,54.3,9.6,285.2,1009.0,0.0
2026-09-03T19:00:00Z,Delhi,28.6139,77.209,324,151.6,245.3,100.5,16.3,3.54,19.6,28.1,60.5,8.8,291.8,1009.2,0.0
2026-09-03T20:00:00Z,Delhi,28.6139,77.209,324,151.6,247.1,97.1,15.7,3.42,19.1,27.0,65.8,8.3,296.7,1009.7,0.0
2026-09-03T21:00:00Z,Delhi,28.6139,77.209,345,178.0,292.6,109.7,17.8,3.87,19.9,25.6,68.7,6.6,298.7,1010.8,0.0
2026-09-03T22:00:00Z,Delhi,28.6139,77.209,415,271.2,449.5,82.7,18.7,2.87,19.2,24.0,75.9,4.3,312.7,1011.0,0.0
2026-09-03T23:00:00Z,Delhi,28.6139,77.209,422,279.3,466.3,82.0,18.6,2.84,19.4,22.8,79.7,3.9,315.2,1011.3,0.0
2026-09-04T00:00:00Z,Delhi,28.6139,77.209,408,260.9,438.4,74.0,16.8,2.57,16.1,20.9,82.9,3.5,306.1,1011.9,0.0
2026-09-04T01:00:00Z,Delhi,28.6139,77.209,433,287.0,484.8,55.4,17.9,1.92,17.6,20.2,82.5,3.9,318.8,1011.4,0.0
2026-09-04T02:00:00Z,Delhi,28.6139,77.209,419,272.0,461.1,51.4,16.6,1.78,19.9,21.3,84.2,3.9,300.3,1011.4,0.0
2026-09-04T03:00:00Z,Delhi,28.6139,77.209,443,295.5,502.0,55.1,17.8,1.91,18.0,20.3,81.4,3.0,310.2,1010.4,0.0
2026-09-04T04:00:00Z,Delhi,28.6139,77.209,459,311.7,530.0,57.8,18.7,2.01,18.2,21.1,81.7,3.1,306.7,1009.6,0.0
2026-09-04T05:00:00Z,Delhi,28.6139,77.209,446,298.1,506.6,79.4,18.0,2.75,17.3,22.6,79.4,4.7,296.2,1009.2,0.0
2026-09-04T06:00:00Z,Delhi,28.6139,77.209,429,282.5,478.9,76.2,17.3,2.64,17.6,23.2,75.7,5.7,291.0,1009.2,0.0
2026-09-04T07:00:00Z,Delhi,28.6139,77.209,366,206.0,348.0,76.1,17.9,2.68,18.5,24.6,67.3,6.2,299.9,1009.6,0.0
2026-09-04T08:00:00Z,Delhi,28.6139,77.209,354,190.5,320.1,97.8,17.0,3.45,28.4,26.2,64.2,6.5,283.2,1009.9,0.0
2026-09-04T09:00:00Z,Delhi,28.6139,77.209,354,190.4,317.9,101.1,17.6,3.56,37.5,28.0,58.5,8.1,283.9,1010.7,0.0
2026-09-04T10:00:00Z,Delhi,28.6139,77.209,348,182.0,301.7,100.4,17.5,3.54,49.8,28.8,54.1,10.0,278.7,1011.3,0.0
2026-09-04T11:00:00Z,Delhi,28.6139,77.209,344,177.6,292.0,75.5,17.7,2.66,57.0,30.3,48.4,9.7,275.4,1011.5,0.0
2026-09-04T12:00:00Z,Delhi,28.6139,77.209,327,155.2,253.1,68.6,16.1,2.42,63.6,31.6,47.3,10.8,283.9,1011.7,0.0
2026-09-04T13:00:00Z,Delhi,28.6139,77.209,322,148.3,240.0,67.8,15.9,2.39,65.7,31.5,45.9,12.4,272.6,1011.5,0.0
2026-09-04T14:00:00Z,Delhi,28.6139,77.209,331,159.6,256.6,74.9,17.6,2.64,63.1,32.5,41.8,11.5,289.0,1011.1,0.0
2026-09-04T15:00:00Z,Delhi,28.6139,77.209,327,154.9,248.0,74.0,17.4,2.61,53.4,33.1,45.2,12.7,292.2,1010.6,0.0
2026-09-04T16:00:00Z,Delhi,28.6139,77.209,318,143.0,228.6,68.7,16.2,2.42,41.7,32.2,46.9,12.2,292.4,1009.9,0.0
2026-09-04T17:00:00Z,Delhi,28.6139,77.209,315,139.5,223.4,66.7,15.7,2.35,29.3,31.0,51.2,10.7,293.7,1009.3,0.0
2026-09-04T18:00:00Z,Delhi,28.6139,77.209,329,157.0,252.4,106.9,17.3,3.77,18.8,29.1,53.1,9.8,287.8,1009.1,0.0
2026-09-04T19:00:00Z,Delhi,28.6139,77.209,327,154.4,249.9,102.4,16.6,3.61,19.6,27.4,58.4,8.7,297.2,1009.3,0.0
2026-09-04T20:00:00Z,Delhi,28.6139,77.209,323,149.1,243.0,95.5,15.5,3.37,17.4,26.6,65.0,8.2,307.8,1009.8,0.0
2026-09-04T21:00:00Z,Delhi,28.6139,77.209,338,169.4,278.5,104.4,16.9,3.68,18.4,25.4,70.9,7.2,304.0,1010.6,0.0
2026-09-04T22:00:00Z,Delhi,28.6139,77.209,388,234.0,387.8,77.6,17.8,2.7,17.6,23.1,72.6,5.1,298.6,1011.0,0.0
2026-09-04T23:00:00Z,Delhi,28.6139,77.209,407,259.1,432.6,76.0,17.2,2.64,18.3,21.7,78.0,3.6,311.9,1011.3,0.0
2026-09-05T00:00:00Z,Delhi,28.6139,77.209,412,267.5,449.5,75.9,17.2,2.63,16.8,20.5,82.0,2.9,309.2,1011.4,0.0
2026-09-05T01:00:00Z,Delhi,28.6139,77.209,416,269.5,455.2,52.0,16.8,1.8,16.3,20.4,84.6,2.9,314.5,1011.7,0.0
2026-09-05T02:00:00Z,Delhi,28.6139,77.209,446,299.6,507.9,56.6,18.3,1.96,18.6,19.7,84.2,4.0,305.0,1011.2,0.0
2026-09-05T03:00:00Z,Delhi,28.6139,77.209,421,273.1,464.1,50.9,16.5,1.77,18.7,21.1,85.6,2.6,296.0,1010.3,0.0
2026-09-05T04:00:00Z,Delhi,28.6139,77.209,444,296.8,504.7,55.1,17.8,1.91,19.0,21.4,79.9,4.0,307.8,1009.7,0.0
2026-09-05T05:00:00Z,Delhi,28.6139,77.209,429,281.8,478.8,75.0,17.0,2.6,18.7,21.6,79.7,5.2,291.0,1009.2,0.0
2026-09-05T06:00:00Z,Delhi,28.6139,77.209,409,262.3,444.6,76.9,17.6,2.68,16.4,24.2,73.5,5.7,286.5,1009.4,0.0
2026-09-05T07:00:00Z,Delhi,28.6139,77.209,363,202.3,341.7,74.7,17.6,2.63,17.4,25.4,70.9,6.5,283.5,1009.8,0.0
2026-09-05T08:00:00Z,Delhi,28.6139,77.209,360,197.8,332.4,101.5,17.7,3.58,26.4,26.4,63.4,7.5,284.3,1010.1,0.0
2026-09-05T09:00:00Z,Delhi,28.6139,77.209,353,188.6,314.9,100.1,17.4,3.53,40.3,28.8,59.5,9.3,288.5,1010.5,0.0
2026-09-05T10:00:00Z,Delhi,28.6139,77.209,347,181.5,300.7,100.1,17.4,3.53,47.5,29.1,55.5,9.8,281.7,1011.1,0.0
2026-09-05T11:00:00Z,Delhi,28.6139,77.209,337,167.3,274.9,71.1,16.7,2.51,57.4,31.3,51.5,9.9,288.1,1011.4,0.0
2026-09-05T12:00:00Z,Delhi,28.6139,77.209,338,169.6,276.5,74.9,17.6,2.64,64.2,31.5,44.3,12.1,273.6,1011.5,0.0
2026-09-05T13:00:00Z,Delhi,28.6139,77.209,320,146.1,236.3,66.8,15.7,2.35,64.8,32.9,45.7,11.4,270.7,1011.8,0.0
2026-09-05T14:00:00Z,Delhi,28.6139,77.209,330,159.4,256.3,74.9,17.6,2.64,58.8,32.5,45.3,12.4,284.9,1011.1,0.0
2026-09-05T15:00:00Z,Delhi,28.6139,77.209,324,150.4,240.8,71.9,16.9,2.53,52.8,31.9,45.6,11.5,286.0,1010.5,0.0
2026-09-05T16:00:00Z,Delhi,28.6139,77.209,243,103.2,165.1,64.6,15.6,2.3,41.6,32.1,45.8,11.8,282.9,1009.8,1.5
2026-09-05T17:00:00Z,Delhi,28.6139,77.209,136,71.2,114.0,69.1,17.1,2.5,30.2,30.8,51.2,10.1,285.4,1009.5,3.1
2026-09-05T18:00:00Z,Delhi,28.6139,77.209,300,120.0,193.0,100.1,16.5,3.56,17.1,29.2,52.0,9.1,289.5,1009.1,1.2
2026-09-05T19:00:00Z,Delhi,28.6139,77.209,202,91.2,147.5,100.9,17.0,3.62,18.3,28.8,59.1,9.1,291.4,1009.7,2.5
2026-09-05T20:00:00Z,Delhi,28.6139,77.209,332,161.3,263.0,103.3,16.7,3.64,19.3,26.5,63.7,6.9,293.5,1010.2,0.0
2026-09-05T21:00:00Z,Delhi,28.6139,77.209,339,169.9,279.3,104.7,17.0,3.69,17.2,24.8,67.0,6.6,296.7,1010.3,0.0
2026-09-05T22:00:00Z,Delhi,28.6139,77.209,375,217.5,360.5,72.1,16.5,2.51,18.1,24.3,72.1,5.8,310.1,1011.3,0.0
2026-09-05T23:00:00Z,Delhi,28.6139,77.209,413,268.7,448.6,78.8,17.9,2.73,18.4,22.2,77.9,5.0,319.3,1011.4,0.0
2026-09-06T00:00:00Z,Delhi,28.6139,77.209,406,257.8,433.2,73.1,16.6,2.53,16.7,21.7,83.6,3.0,304.2,1011.8,0.0
2026-09-06T01:00:00Z,Delhi,28.6139,77.209,415,268.6,453.7,51.8,16.8,1.8,18.8,20.0,80.8,3.1,311.4,1011.4,0.0
2026-09-06T02:00:00Z,Delhi,28.6139,77.209,439,292.5,495.8,55.2,17.9,1.91,18.6,20.8,83.8,3.4,316.5,1011.3,0.0
2026-09-06T03:00:00Z,Delhi,28.6139,77.209,453,305.7,519.4,57.0,18.4,1.98,16.3,21.4,82.9,3.2,308.6,1010.7,0.0
2026-09-06T04:00:00Z,Delhi,28.6139,77.209,422,274.3,466.4,50.9,16.5,1.76,18.8,20.8,80.4,4.1,303.9,1009.8,0.0
2026-09-06T05:00:00Z,Delhi,28.6139,77.209,417,269.1,457.3,71.7,16.2,2.48,17.7,22.6,80.4,4.3,298.8,1009.2,0.0
2026-09-06T06:00:00Z,Delhi,28.6139,77.209,408,260.1,441.0,76.3,17.5,2.66,19.8,23.2,72.8,4.4,304.2,1009.5,0.0
2026-09-06T07:00:00Z,Delhi,28.6139,77.209,401,250.4,423.0,75.0,17.2,2.62,18.6,25.7,70.0,5.9,281.9,1009.6,0.0
2026-09-06T08:00:00Z,Delhi,28.6139,77.209,343,175.8,295.4,90.2,15.7,3.18,27.5,27.2,62.4,7.7,290.2,1009.9,0.0
2026-09-06T09:00:00Z,Delhi,28.6139,77.209,343,175.6,293.2,93.3,16.2,3.29,40.2,27.8,59.7,9.4,281.0,1010.6,0.0
2026-09-06T10:00:00Z,Delhi,28.6139,77.209,353,188.2,311.8,103.8,18.1,3.66,48.6,30.0,54.3,9.7,278.3,1011.0,0.0
2026-09-06T11:00:00Z,Delhi,28.6139,77.209,331,159.8,262.7,67.9,16.0,2.39,55.9,30.8,52.3,11.0,281.4,1011.5,0.0
2026-09-06T12:00:00Z,Delhi,28.6139,77.209,341,173.0,282.0,76.4,17.9,2.69,62.7,32.1,47.3,11.9,274.1,1011.7,0.0
2026-09-06T13:00:00Z,Delhi,28.6139,77.209,322,147.9,239.3,67.6,15.9,2.38,66.0,32.6,42.8,12.8,282.7,1011.4,0.0
2026-09-06T14:00:00Z,Delhi,28.6139,77.209,318,142.9,229.8,67.1,15.8,2.37,63.7,32.6,42.0,13.0,290.3,1011.1,0.0
2026-09-06T15:00:00Z,Delhi,28.6139,77.209,332,161.1,258.0,77.0,18.1,2.71,52.0,32.3,45.8,11.9,279.9,1010.7,0.0
2026-09-06T16:00:00Z,Delhi,28.6139,77.209,329,157.4,251.7,75.7,17.8,2.67,42.1,31.8,46.1,12.2,287.7,1010.1,0.0
2026-09-06T17:00:00Z,Delhi,28.6139,77.209,319,144.4,231.3,69.0,16.2,2.43,29.6,31.2,49.4,11.6,291.3,1009.7,0.0
2026-09-06T18:00:00Z,Delhi,28.6139,77.209,322,148.5,238.7,101.1,16.4,3.56,18.2,29.6,56.5,9.7,288.0,1009.3,0.0
2026-09-06T19:00:00Z,Delhi,28.6139,77.209,330,158.2,256.0,104.9,17.0,3.7,16.9,28.1,58.6,8.3,292.7,1009.6,0.0
2026-09-06T20:00:00Z,Delhi,28.6139,77.209,330,158.9,259.1,101.8,16.5,3.59,18.7,26.9,61.7,8.0,306.6,1010.1,0.0
2026-09-06T21:00:00Z,Delhi,28.6139,77.209,339,170.6,280.5,105.2,17.0,3.71,19.5,25.5,71.6,6.3,296.3,1010.5,0.0
2026-09-06T22:00:00Z,Delhi,28.6139,77.209,380,224.2,371.6,74.3,17.0,2.59,18.6,24.1,73.7,5.3,307.1,1011.2,0.0
2026-09-06T23:00:00Z,Delhi,28.6139,77.209,414,269.9,450.6,79.2,17.9,2.75,19.4,21.7,78.0,5.3,306.3,1011.7,0.0
2026-09-07T00:00:00Z,Delhi,28.6139,77.209,429,284.1,477.4,80.6,18.2,2.79,19.5,21.9,83.1,3.4,306.3,1011.8,0.0
2026-09-07T01:00:00Z,Delhi,28.6139,77.209,437,291.7,492.7,56.3,18.2,1.95,17.7,20.0,81.2,3.4,317.9,1011.8,0.0
2026-09-07T02:00:00Z,Delhi,28.6139,77.209,452,305.2,517.4,57.6,18.7,2.0,16.2,19.9,84.7,3.7,306.9,1011.2,0.0
2026-09-07T03:00:00Z,Delhi,28.6139,77.209,441,293.6,498.8,54.7,17.7,1.9,19.2,21.2,82.3,2.9,298.5,1010.5,0.0
2026-09-07T04:00:00Z,Delhi,28.6139,77.209,459,311.1,529.0,57.7,18.7,2.0,16.6,20.8,79.2,4.3,304.9,1009.7,0.0
2026-09-07T05:00:00Z,Delhi,28.6139,77.209,456,309.2,525.3,82.3,18.6,2.85,18.7,22.2,76.9,3.8,289.1,1009.6,0.0
2026-09-07T06:00:00Z,Delhi,28.6139,77.209,404,253.9,430.5,74.5,17.1,2.6,17.0,23.0,73.7,4.9,296.8,1009.4,0.0
2026-09-07T07:00:00Z,Delhi,28.6139,77.209,358,195.8,330.7,72.3,17.0,2.55,18.3,25.5,67.7,6.1,290.8,1009.3,0.0
2026-09-07T08:00:00Z,Delhi,28.6139,77.209,354,190.1,319.4,97.5,17.0,3.44,28.8,27.3,63.0,8.5,290.7,1009.8,0.0
2026-09-07T09:00:00Z,Delhi,28.6139,77.209,343,175.6,293.1,93.2,16.2,3.29,40.6,28.4,56.6,8.9,284.3,1010.7,0.0
2026-09-07T10:00:00Z,Delhi,28.6139,77.209,347,181.2,300.3,99.9,17.4,3.52,50.1,29.7,53.3,10.0,284.4,1011.2,0.0
2026-09-07T11:00:00Z,Delhi,28.6139,77.209,336,166.6,273.9,70.8,16.6,2.5,57.8,31.3,50.5,11.5,283.4,1011.4,0.0
2026-09-07T12:00:00Z,Delhi,28.6139,77.209,325,152.3,248.4,67.3,15.8,2.37,64.8,32.1,44.6,11.0,284.9,1011.5,0.0
2026-09-07T13:00:00Z,Delhi,28.6139,77.209,334,164.6,266.2,75.2,17.7,2.65,64.4,33.0,44.8,12.7,287.1,1011.4,0.0
2026-09-07T14:00:00Z,Delhi,28.6139,77.209,318,143.5,230.7,67.4,15.8,2.38,62.4,33.0,45.2,11.7,274.3,1011.4,0.0
2026-09-07T15:00:00Z,Delhi,28.6139,77.209,320,146.4,234.4,70.0,16.4,2.47,54.2,32.9,45.8,12.8,293.7,1010.7,0.0
2026-09-07T16:00:00Z,Delhi,28.6139,77.209,324,150.8,241.0,72.5,17.0,2.55,44.0,30.9,46.9,11.3,291.0,1010.0,0.0
2026-09-07T17:00:00Z,Delhi,28.6139,77.209,324,151.1,241.9,72.2,17.0,2.54,32.4,31.4,47.9,10.1,281.6,1009.7,0.0
2026-09-07T18:00:00Z,Delhi,28.6139,77.209,323,150.0,241.2,102.2,16.6,3.6,16.6,29.1,51.8,10.4,303.2,1009.2,0.0
2026-09-07T19:00:00Z,Delhi,28.6139,77.209,321,147.3,238.3,97.6,15.8,3.44,17.8,28.8,57.8,8.6,290.8,1009.7,0.0
2026-09-07T20:00:00Z,Delhi,28.6139,77.209,325,152.9,249.3,97.9,15.9,3.45,17.7,26.8,65.2,8.4,300.9,1010.0,0.0
2026-09-07T21:00:00Z,Delhi,28.6139,77.209,327,154.7,254.3,101.4,16.5,3.58,19.8,24.3,69.1,6.2,314.6,1010.2,0.4
2026-09-07T22:00:00Z,Delhi,28.6139,77.209,379,222.4,368.5,73.7,16.9,2.57,17.6,24.1,72.0,5.6,308.9,1011.4,0.0
2026-09-07T23:00:00Z,Delhi,28.6139,77.209,414,269.6,450.1,79.1,17.9,2.74,18.4,21.8,76.3,5.0,308.6,1011.6,0.0
2026-09-08T00:00:00Z,Delhi,28.6139,77.209,404,254.0,426.7,72.0,16.3,2.5,19.1,20.5,82.8,3.1,302.5,1011.7,0.0
2026-09-08T01:00:00Z,Delhi,28.6139,77.209,444,298.7,504.4,57.6,18.6,2.0,16.0,20.2,81.9,3.9,306.1,1011.3,0.0
2026-09-08T02:00:00Z,Delhi,28.6139,77.209,441,294.1,498.6,55.5,18.0,1.93,16.1,21.1,82.2,2.3,303.0,1010.9,0.0
2026-09-08T03:00:00Z,Delhi,28.6139,77.209,417,269.7,458.3,50.3,16.3,1.74,19.0,19.9,84.8,2.6,302.1,1010.3,0.0
2026-09-08T04:00:00Z,Delhi,28.6139,77.209,421,273.6,465.2,50.8,16.4,1.76,18.0,21.3,82.5,3.6,308.1,1009.9,0.0
2026-09-08T05:00:00Z,Delhi,28.6139,77.209,436,288.6,490.3,76.8,17.4,2.66,19.9,23.0,75.9,4.9,306.2,1009.5,0.0
2026-09-08T06:00:00Z,Delhi,28.6139,77.209,421,273.9,464.3,80.3,18.4,2.8,16.3,22.8,73.9,5.1,298.7,1009.3,0.0
2026-09-08T07:00:00Z,Delhi,28.6139,77.209,403,253.6,428.3,76.0,17.4,2.65,17.3,24.3,69.7,5.5,286.6,1009.5,0.0
2026-09-08T08:00:00Z,Delhi,28.6139,77.209,357,194.2,326.3,99.6,17.3,3.51,29.2,27.3,64.2,7.4,289.6,1009.7,0.0
2026-09-08T09:00:00Z,Delhi,28.6139,77.209,342,173.9,290.3,92.3,16.1,3.25,37.6,28.3,60.2,9.1,278.7,1010.5,0.0
2026-09-08T10:00:00Z,Delhi,28.6139,77.209,340,171.5,284.2,94.6,16.5,3.33,48.0,29.4,53.6,8.9,280.5,1011.2,0.0
2026-09-08T11:00:00Z,Delhi,28.6139,77.209,342,174.6,287.1,74.2,17.4,2.62,60.4,31.4,47.7,11.3,272.4,1011.3,0.0
2026-09-08T12:00:00Z,Delhi,28.6139,77.209,329,158.1,257.7,69.8,16.4,2.46,63.8,31.8,47.1,11.5,276.6,1011.5,0.0
2026-09-08T13:00:00Z,Delhi,28.6139,77.209,325,152.7,247.1,69.8,16.4,2.46,63.8,32.7,46.5,12.3,289.9,1011.6,0.0
2026-09-08T14:00:00Z,Delhi,28.6139,77.209,322,149.0,239.6,70.0,16.4,2.47,61.8,32.0,44.8,11.4,274.2,1011.3,0.0
2026-09-08T15:00:00Z,Delhi,28.6139,77.209,325,152.4,243.9,72.8,17.1,2.57,53.4,32.4,46.2,12.5,293.9,1010.7,0.0
2026-09-08T16:00:00Z,Delhi,28.6139,77.209,326,153.6,245.5,73.8,17.3,2.6,41.3,30.9,48.8,12.1,282.8,1009.7,0.0
2026-09-08T17:00:00Z,Delhi,28.6139,77.209,316,141.1,225.9,67.4,15.8,2.38,31.3,30.5,47.4,11.4,292.4,1009.4,0.0
2026-09-08T18:00:00Z,Delhi,28.6139,77.209,323,149.1,239.7,101.5,16.5,3.58,18.9,28.7,55.2,9.2,293.4,1009.2,0.0
2026-09-08T19:00:00Z,Delhi,28.6139,77.209,330,159.4,257.9,105.6,17.1,3.72,18.7,28.5,59.2,7.8,289.9,1009.3,0.0
2026-09-08T20:00:00Z,Delhi,28.6139,77.209,337,168.5,274.7,107.9,17.5,3.8,16.5,26.1,64.8,7.5,301.3,1009.8,0.0
2026-09-08T21:00:00Z,Delhi,28.6139,77.209,328,156.0,256.4,96.1,15.6,3.39,17.6,24.8,68.1,6.7,305.3,1010.6,0.0
2026-09-08T22:00:00Z,Delhi,28.6139,77.209,376,218.6,362.3,72.5,16.6,2.53,17.3,23.7,71.5,4.9,302.2,1010.9,0.0
2026-09-08T23:00:00Z,Delhi,28.6139,77.209,410,263.6,440.1,77.4,17.5,2.68,19.3,21.5,79.4,3.7,307.1,1011.7,0.0
2026-09-02T00:00:00Z,Noida,28.5355,77.391,416,266.2,455.5,73.7,16.4,2.5,19.4,21.8,79.2,4.3,300.8,1011.4,0.0
2026-09-02T01:00:00Z,Noida,28.5355,77.391,390,236.9,407.5,44.6,14.2,1.52,17.3,20.8,83.7,3.6,307.8,1011.3,0.0
2026-09-02T02:00:00Z,Noida,28.5355,77.391,429,276.6,477.5,51.0,16.2,1.73,17.0,21.0,84.6,3.7,316.4,1010.9,0.0
2026-09-02T03:00:00Z,Noida,28.5355,77.391,411,258.5,447.3,47.0,14.9,1.6,16.7,20.8,83.4,2.9,301.8,1010.4,0.0
2026-09-02T04:00:00Z,Noida,28.5355,77.391,429,276.5,478.8,50.1,15.9,1.7,19.3,21.3,79.4,3.6,310.6,1009.8,0.0
